3.000000	1.000000
3.200000	2.066667
3.400000	3.008333
3.600000	3.854412
3.800000	4.626144
4.000000	5.339181
4.200000	6.005263
4.400000	6.633333
4.600000	7.230303
4.800000	7.801581
5.000000	8.351449
5.200000	8.883333
5.400000	9.400000
5.600000	9.903704
5.800000	10.396296
6.000000	10.879310
6.200000	11.354023
6.400000	11.821505
6.600000	12.282661
6.800000	12.738258
7.000000	13.188948
7.200000	13.635294
7.400000	14.077778
7.600000	14.516817
7.800000	14.952774
8.000000	15.385965
8.200000	15.816667
8.400000	16.245122
8.600000	16.671545
8.800000	17.096124
9.000000	17.519027
9.200000	17.940404
9.400000	18.360386
9.600000	18.779093
9.800000	19.196631
10.000000	19.613095
