3.000000	1.000000
3.010000	1.053333
3.020000	1.106334
3.030000	1.159008
3.040000	1.211358
3.050000	1.263388
3.060000	1.315104
3.070000	1.366508
3.080000	1.417606
3.090000	1.468401
3.100000	1.518896
3.110000	1.569097
3.120000	1.619006
3.130000	1.668628
3.140000	1.717966
3.150000	1.767023
3.160000	1.815804
3.170000	1.864312
3.180000	1.912550
3.190000	1.960521
3.200000	2.008229
3.210000	2.055678
3.220000	2.102870
3.230000	2.149809
3.240000	2.196497
3.250000	2.242939
3.260000	2.289136
3.270000	2.335092
3.280000	2.380810
3.290000	2.426293
3.300000	2.471543
3.310000	2.516564
3.320000	2.561359
3.330000	2.605929
3.340000	2.650278
3.350000	2.694408
3.360000	2.738322
3.370000	2.782022
3.380000	2.825512
3.390000	2.868793
3.400000	2.911867
3.410000	2.954739
3.420000	2.997409
3.430000	3.039880
3.440000	3.082155
3.450000	3.124236
3.460000	3.166124
3.470000	3.207823
3.480000	3.249334
3.490000	3.290660
3.500000	3.331802
3.510000	3.372763
3.520000	3.413545
3.530000	3.454150
3.540000	3.494580
3.550000	3.534836
3.560000	3.574922
3.570000	3.614838
3.580000	3.654587
3.590000	3.694170
3.600000	3.733590
3.610000	3.772847
3.620000	3.811945
3.630000	3.850885
3.640000	3.889668
3.650000	3.928296
3.660000	3.966771
3.670000	4.005095
3.680000	4.043269
3.690000	4.081294
3.700000	4.119173
3.710000	4.156908
3.720000	4.194498
3.730000	4.231947
3.740000	4.269256
3.750000	4.306426
3.760000	4.343458
3.770000	4.380355
3.780000	4.417117
3.790000	4.453746
3.800000	4.490243
3.810000	4.526610
3.820000	4.562848
3.830000	4.598959
3.840000	4.634944
3.850000	4.670803
3.860000	4.706540
3.870000	4.742153
3.880000	4.777646
3.890000	4.813019
3.900000	4.848273
3.910000	4.883410
3.920000	4.918431
3.930000	4.953337
3.940000	4.988130
3.950000	5.022809
3.960000	5.057377
3.970000	5.091835
3.980000	5.126183
3.990000	5.160424
4.000000	5.194557
4.010000	5.228584
4.020000	5.262506
4.030000	5.296325
4.040000	5.330040
4.050000	5.363654
4.060000	5.397167
4.070000	5.430580
4.080000	5.463894
4.090000	5.497110
4.100000	5.530229
4.110000	5.563252
4.120000	5.596181
4.130000	5.629015
4.140000	5.661756
4.150000	5.694404
4.160000	5.726961
4.170000	5.759428
4.180000	5.791805
4.190000	5.824093
4.200000	5.856293
4.210000	5.888406
4.220000	5.920432
4.230000	5.952373
4.240000	5.984230
4.250000	6.016002
4.260000	6.047691
4.270000	6.079299
4.280000	6.110824
4.290000	6.142269
4.300000	6.173634
4.310000	6.204919
4.320000	6.236126
4.330000	6.267255
4.340000	6.298307
4.350000	6.329282
4.360000	6.360182
4.370000	6.391007
4.380000	6.421758
4.390000	6.452435
4.400000	6.483038
4.410000	6.513570
4.420000	6.544030
4.430000	6.574419
4.440000	6.604738
4.450000	6.634987
4.460000	6.665167
4.470000	6.695278
4.480000	6.725321
4.490000	6.755298
4.500000	6.785207
4.510000	6.815051
4.520000	6.844829
4.530000	6.874542
4.540000	6.904191
