2.000000	2.718280
2.200000	2.990108
2.400000	3.287844
2.600000	3.613952
2.800000	3.971122
3.000000	4.362291
3.200000	4.790667
3.400000	5.259754
3.600000	5.773380
3.800000	6.335726
4.000000	6.951360
4.200000	7.625272
4.400000	8.362915
4.600000	9.170243
4.800000	10.053761
5.000000	11.020576
5.200000	12.078447
5.400000	13.235851
5.600000	14.502046
5.800000	15.887142
6.000000	17.402178
6.200000	19.059211
6.400000	20.871404
6.600000	22.853131
6.800000	25.020084
7.000000	27.389397
7.200000	29.979773
7.400000	32.811632
7.600000	35.907261
7.800000	39.290991
8.000000	42.989377
8.200000	47.031402
8.400000	51.448701
8.600000	56.275796
8.800000	61.550362
9.000000	67.313513
9.200000	73.610110
9.400000	80.489106
9.600000	88.003915
9.800000	96.212813
10.000000	105.179381
